timestamp,ID,Modelo,Area,CPU,RAM,Disco,Processos,Bateria
2025-10-06T21:18:14,4,Dx3010,Cirurgia,7.6,41.7,99.0,356.0,21.8
2025-10-06T21:18:21,4,Dx3010,Cirurgia,3.0,41.6,99.0,356.0,21.7
2025-10-06T21:18:27,4,Dx3010,Cirurgia,0.7,41.4,99.0,356.0,21.7
2025-10-06T21:18:33,4,Dx3010,Cirurgia,2.6,41.3,99.0,356.0,21.7
2025-10-06T21:18:39,4,Dx3010,Cirurgia,0.6,41.2,99.0,356.0,21.6
2025-10-06T21:18:45,4,Dx3010,Cirurgia,2.0,41.2,99.0,356.0,21.6
2025-10-06T21:18:51,4,Dx3010,Cirurgia,0.4,41.4,99.0,357.0,21.6
2025-10-06T21:18:57,4,Dx3010,Cirurgia,7.1,41.9,99.0,356.0,21.5
2025-10-06T21:19:03,4,Dx3010,Cirurgia,10.8,42.1,99.0,355.0,21.5
2025-10-06T21:19:09,4,Dx3010,Cirurgia,0.8,41.6,99.0,355.0,21.4
2025-10-06T21:19:15,4,Dx3010,Cirurgia,0.6,41.5,99.0,355.0,21.4
2025-10-06T21:19:21,4,Dx3010,Cirurgia,0.7,41.5,99.0,355.0,21.4
2025-10-06T21:19:27,4,Dx3010,Cirurgia,1.7,41.4,99.0,355.0,21.3
2025-10-06T21:19:33,4,Dx3010,Cirurgia,0.5,41.3,99.0,355.0,21.3
2025-10-06T21:19:39,4,Dx3010,Cirurgia,0.3,41.3,99.0,354.0,21.3
2025-10-06T21:19:45,4,Dx3010,Cirurgia,0.3,41.3,99.0,354.0,21.3
2025-10-06T21:19:51,4,Dx3010,Cirurgia,0.7,41.3,99.0,354.0,21.2
2025-10-06T21:19:57,4,Dx3010,Cirurgia,0.9,41.2,99.0,354.0,21.2
2025-10-06T21:20:03,4,Dx3010,Cirurgia,0.7,41.2,99.0,354.0,21.2
2025-10-06T21:20:09,4,Dx3010,Cirurgia,2.9,41.3,99.0,351.0,21.1
2025-10-06T21:20:16,4,Dx3010,Cirurgia,3.3,41.3,99.0,351.0,21.1
2025-10-06T21:20:19,4,NT2025,Neo-Natal,13.0,76.5,167.0,295.0,0
2025-10-06T21:20:25,4,NT2025,Neo-Natal,31.4,76.7,167.0,295.0,0
2025-10-06T21:20:31,4,NT2025,Neo-Natal,12.4,77.3,167.0,295.0,0
2025-10-31T21:20:37,4,NT2025,Neo-Natal,5.9,77.1,167.0,295.0,0
2025-10-31T21:20:43,4,NT2025,Neo-Natal,7.4,76.9,167.0,295.0,0
2025-10-31T21:20:49,4,NT2025,Neo-Natal,9.6,77.8,167.0,295.0,0
2025-10-06T21:20:55,4,NT2025,Neo-Natal,6.5,77.8,167.0,295.0,0
2025-10-06T21:21:01,4,NT2025,Neo-Natal,9.3,77.6,167.0,295.0,0
2025-10-06T21:21:07,4,NT2025,Neo-Natal,10.5,77.5,167.0,295.0,0
2025-10-06T21:21:13,4,NT2025,Neo-Natal,13.2,77.6,167.0,295.0,0
2025-10-31T21:21:31,4,NT2025,Neo-Natal,30.8,77.8,167.0,298.0,0
2025-10-06T21:21:37,4,NT2025,Neo-Natal,9.5,76.7,167.0,297.0,0
2025-10-06T21:21:43,4,NT2025,Neo-Natal,9.8,77.5,167.0,298.0,0
2025-10-06T21:21:49,4,NT2025,Neo-Natal,12.5,76.8,167.0,297.0,0
2025-10-06T21:21:55,4,NT2025,Neo-Natal,13.7,76.7,167.0,297.0,0
2025-10-06T21:22:01,4,NT2025,Neo-Natal,14.5,77.4,167.0,299.0,0
2025-10-06T21:22:08,4,NT2025,Neo-Natal,21.8,77.2,167.0,298.0,0
2025-10-06T21:22:14,4,NT2025,Neo-Natal,10.4,77.3,167.0,298.0,0
2025-10-06T21:22:20,4,NT2025,Neo-Natal,13.5,77.1,167.0,298.0,0
2025-10-06T21:22:26,4,NT2025,Neo-Natal,8.0,77.3,167.0,298.0,0
2025-10-06T21:22:32,4,NT2025,Neo-Natal,18.0,77.7,167.0,300.0,0
2025-10-06T21:22:38,4,NT2025,Neo-Natal,9.2,77.3,167.0,299.0,0
2025-10-06T21:22:44,4,NT2025,Neo-Natal,10.0,77.2,167.0,296.0,0
2025-10-06T21:22:50,4,NT2025,Neo-Natal,16.2,77.3,167.0,297.0,0
2025-10-06T21:22:56,4,NT2025,Neo-Natal,33.5,77.7,167.0,299.0,0
2025-10-06T21:23:02,4,NT2025,Neo-Natal,11.5,77.6,167.0,298.0,0
2025-10-06T21:23:08,4,NT2025,Neo-Natal,12.9,77.0,167.0,297.0,0
2025-10-06T21:23:14,4,NT2025,Neo-Natal,9.1,77.4,167.0,293.0,0
2025-10-06T21:23:20,4,NT2025,Neo-Natal,15.8,76.3,167.0,292.0,0
2025-10-06T21:23:26,4,NT2025,Neo-Natal,11.7,76.4,167.0,292.0,0
2025-10-06T21:23:32,4,NT2025,Neo-Natal,29.5,75.6,167.0,295.0,0
2025-10-06T21:23:38,4,NT2025,Neo-Natal,18.2,75.9,167.0,291.0,0
2025-10-06T21:23:44,4,NT2025,Neo-Natal,12.2,75.7,167.0,291.0,0
2025-10-06T21:23:50,4,NT2025,Neo-Natal,13.6,75.7,167.0,291.0,0
2025-10-06T21:23:56,4,NT2025,Neo-Natal,14.1,75.6,167.0,291.0,0
2025-10-06T21:24:02,4,NT2025,Neo-Natal,17.6,75.5,167.0,291.0,0
2025-10-06T21:24:08,4,NT2025,Neo-Natal,23.5,75.7,167.0,291.0,0
2025-10-06T21:24:14,4,NT2025,Neo-Natal,17.6,76.1,167.0,291.0,0
2025-10-06T21:24:20,4,NT2025,Neo-Natal,19.5,75.9,167.0,291.0,0
2025-10-06T21:24:26,4,NT2025,Neo-Natal,10.4,75.9,167.0,291.0,0
2025-10-06T21:24:32,4,NT2025,Neo-Natal,13.1,75.8,167.0,292.0,0
2025-10-06T21:24:38,4,NT2025,Neo-Natal,11.5,75.9,167.0,293.0,0
2025-10-06T21:24:45,4,NT2025,Neo-Natal,11.5,76.0,167.0,293.0,0
2025-10-06T21:24:51,4,NT2025,Neo-Natal,13.8,75.8,167.0,292.0,0
2025-10-06T21:24:57,4,NT2025,Neo-Natal,18.3,76.1,167.0,292.0,0
2025-10-06T21:25:03,4,NT2025,Neo-Natal,13.4,76.6,167.0,294.0,0
2025-10-06T21:25:09,4,NT2025,Neo-Natal,31.6,79.3,167.0,294.0,0
2025-10-06T21:25:15,4,NT2025,Neo-Natal,9.2,79.5,167.0,294.0,0
2025-10-06T21:25:21,4,NT2025,Neo-Natal,13.5,79.4,167.0,293.0,0
2025-10-06T21:25:27,4,NT2025,Neo-Natal,15.2,79.4,167.0,293.0,0
2025-10-06T21:25:33,4,NT2025,Neo-Natal,20.5,79.4,167.0,294.0,0
2025-10-06T21:25:39,4,NT2025,Neo-Natal,26.1,79.6,167.0,294.0,0
2025-10-06T21:25:45,4,NT2025,Neo-Natal,10.9,79.3,167.0,294.0,0
2025-10-06T21:25:51,4,NT2025,Neo-Natal,34.1,79.2,167.0,294.0,0
2025-10-06T21:25:57,4,NT2025,Neo-Natal,13.1,79.1,167.0,294.0,0
2025-10-06T21:26:03,4,NT2025,Neo-Natal,20.8,79.7,167.0,294.0,0
2025-10-06T21:26:09,4,NT2025,Neo-Natal,46.1,79.4,167.0,293.0,0
2025-10-06T21:26:15,4,NT2025,Neo-Natal,17.3,79.2,167.0,293.0,0
2025-10-06T21:26:21,4,NT2025,Neo-Natal,14.3,79.6,167.0,293.0,0
2025-10-06T21:26:27,4,NT2025,Neo-Natal,12.9,79.8,167.0,295.0,0
2025-10-06T21:26:33,4,NT2025,Neo-Natal,8.5,79.0,167.0,295.0,0
2025-10-06T21:26:39,4,NT2025,Neo-Natal,17.6,79.1,167.0,295.0,0
2025-10-06T21:26:45,4,NT2025,Neo-Natal,12.5,79.0,167.0,294.0,0
2025-10-06T21:26:51,4,NT2025,Neo-Natal,49.4,79.6,167.0,295.0,0
2025-10-06T21:26:58,4,NT2025,Neo-Natal,23.8,79.3,167.0,294.0,0
2025-10-06T21:27:04,4,NT2025,Neo-Natal,11.0,79.3,167.0,294.0,0
2025-10-06T21:27:10,4,NT2025,Neo-Natal,10.4,79.4,167.0,294.0,0
2025-10-06T21:27:16,4,NT2025,Neo-Natal,26.7,78.0,167.0,290.0,0
2025-10-06T21:27:22,4,NT2025,Neo-Natal,24.6,78.7,167.0,290.0,0
2025-10-06T21:27:28,4,NT2025,Neo-Natal,4.9,78.7,167.0,290.0,0
2025-10-06T21:27:34,4,NT2025,Neo-Natal,4.8,78.4,167.0,290.0,0
2025-10-06T21:27:40,4,NT2025,Neo-Natal,12.2,78.6,167.0,289.0,0
2025-10-06T21:27:46,4,NT2025,Neo-Natal,8.3,77.9,167.0,289.0,0
2025-10-06T21:27:52,4,NT2025,Neo-Natal,10.3,77.7,167.0,288.0,0
2025-10-06T21:27:58,4,NT2025,Neo-Natal,5.3,77.5,167.0,288.0,0
2025-10-06T21:28:04,4,NT2025,Neo-Natal,24.6,77.5,167.0,288.0,0
2025-10-06T21:10:12,2,Dx3873,UTI,13.5,63.3,184.0,266.0,22.0
2025-10-06T21:10:18,2,Dx3873,UTI,22.1,64.5,184.0,267.0,22.0
2025-10-06T21:10:24,2,Dx3873,UTI,24.8,64.6,184.0,269.0,22.0
2025-10-06T21:10:30,2,Dx3873,UTI,39.2,65.0,184.0,270.0,22.0
2025-10-06T21:10:36,2,Dx3873,UTI,17.1,64.8,184.0,271.0,22.0
2025-10-06T21:10:42,2,Dx3873,UTI,24.3,66.0,184.0,276.0,22.0
2025-10-06T21:10:48,2,Dx3873,UTI,25.7,67.6,184.0,275.0,21.0
2025-10-06T21:10:55,2,Dx3873,UTI,61.2,70.5,184.0,283.0,21.0
2025-10-06T21:11:01,2,Dx3873,UTI,32.1,70.8,184.0,284.0,21.0
2025-10-06T21:11:07,2,Dx3873,UTI,26.2,71.7,184.0,286.0,21.0
2025-10-06T21:11:13,2,Dx3873,UTI,25.4,72.1,184.0,285.0,21.0
2025-10-06T21:11:19,2,Dx3873,UTI,50.9,73.5,184.0,285.0,21.0
2025-10-06T21:11:25,2,Dx3873,UTI,25.7,73.8,184.0,284.0,21.0
2025-10-06T21:11:31,2,Dx3873,UTI,38.2,74.0,184.0,289.0,21.0
2025-10-06T21:11:37,2,Dx3873,UTI,40.6,74.4,184.0,289.0,21.0
2025-10-06T21:11:43,2,Dx3873,UTI,42.6,74.9,184.0,285.0,21.0
2025-10-06T21:11:49,2,Dx3873,UTI,27.7,75.3,184.0,285.0,21.0
2025-10-06T21:11:55,2,Dx3873,UTI,26.0,75.1,184.0,285.0,21.0
2025-10-06T21:12:02,2,Dx3873,UTI,21.6,75.2,184.0,285.0,21.0
2025-10-06T21:12:08,2,Dx3873,UTI,37.1,75.9,184.0,285.0,21.0
2025-10-06T21:12:14,2,Dx3873,UTI,56.4,76.1,184.0,285.0,21.0
2025-10-06T21:12:20,2,Dx3873,UTI,30.0,76.0,184.0,284.0,20.0
2025-10-06T21:12:27,2,Dx3873,UTI,32.2,79.1,184.0,284.0,20.0
2025-10-06T21:12:33,2,Dx3873,UTI,98.7,82.3,184.0,284.0,20.0
2025-10-06T21:12:39,2,Dx3873,UTI,30.2,86.6,184.0,283.0,20.0
2025-10-06T21:12:45,2,Dx3873,UTI,44.0,88.5,184.0,283.0,20.0
2025-10-06T21:12:51,2,Dx3873,UTI,52.2,89.1,184.0,283.0,20.0
2025-10-06T21:12:57,2,Dx3873,UTI,56.2,87.1,184.0,283.0,20.0
2025-10-06T21:13:03,2,Dx3873,UTI,45.7,87.1,184.0,283.0,20.0
2025-10-06T21:13:09,2,Dx3873,UTI,53.8,86.7,184.0,283.0,20.0
2025-10-06T21:13:16,2,Dx3873,UTI,42.4,86.8,184.0,283.0,20.0
2025-10-06T21:13:22,2,Dx3873,UTI,49.6,86.7,184.0,283.0,20.0
2025-10-06T21:13:28,2,Dx3873,UTI,82.5,86.9,184.0,283.0,20.0
2025-10-06T21:13:34,2,Dx3873,UTI,49.9,87.1,184.0,285.0,19.0
2025-10-06T21:13:40,2,Dx3873,UTI,51.0,87.1,184.0,285.0,19.0
2025-10-06T21:13:46,2,Dx3873,UTI,51.7,87.1,184.0,285.0,19.0
2025-10-06T21:13:53,2,Dx3873,UTI,48.6,87.2,184.0,285.0,19.0
2025-10-06T21:13:59,2,Dx3873,UTI,47.8,87.2,184.0,285.0,19.0
2025-10-06T21:14:05,2,Dx3873,UTI,67.2,87.2,184.0,287.0,19.0
2025-10-06T21:14:11,2,Dx3873,UTI,49.9,87.1,184.0,287.0,19.0
2025-10-06T21:14:17,2,Dx3873,UTI,50.4,87.2,184.0,287.0,19.0
2025-10-06T21:14:24,2,Dx3873,UTI,50.1,87.2,184.0,286.0,19.0
2025-10-06T21:14:30,2,Dx3873,UTI,70.4,88.4,184.0,292.0,19.0
2025-10-06T21:14:36,2,Dx3873,UTI,83.1,88.9,184.0,296.0,19.0
2025-10-06T21:14:42,2,Dx3873,UTI,64.2,89.1,184.0,297.0,19.0
2025-10-06T21:14:48,2,Dx3873,UTI,79.4,89.3,184.0,296.0,19.0
2025-10-06T21:14:55,2,Dx3873,UTI,78.6,89.2,184.0,296.0,19.0
2025-10-06T21:15:01,2,Dx3873,UTI,74.2,89.3,184.0,296.0,19.0
2025-10-06T21:15:07,2,Dx3873,UTI,77.1,89.4,184.0,296.0,19.0
2025-10-06T21:15:13,2,Dx3873,UTI,68.5,89.1,184.0,296.0,19.0
2025-10-06T21:15:19,2,Dx3873,UTI,72.0,89.2,184.0,295.0,19.0
2025-10-06T21:15:26,2,Dx3873,UTI,85.7,89.9,184.0,295.0,19.0
2025-10-06T21:15:32,2,Dx3873,UTI,72.4,90.3,184.0,296.0,19.0
2025-10-06T21:15:38,2,Dx3873,UTI,71.3,90.4,184.0,299.0,19.0
2025-10-06T21:15:44,2,Dx3873,UTI,67.3,90.3,184.0,298.0,19.0
2025-10-06T21:15:50,2,Dx3873,UTI,74.8,91.3,184.0,297.0,19.0
2025-10-06T21:15:56,2,Dx3873,UTI,73.2,90.8,184.0,294.0,19.0
2025-10-06T21:16:02,2,Dx3873,UTI,83.5,92.5,184.0,293.0,19.0
2025-10-06T21:16:08,2,Dx3873,UTI,85.2,93.0,184.0,292.0,19.0
2025-10-06T21:16:15,2,Dx3873,UTI,77.8,92.0,184.0,292.0,20.0
2025-10-06T21:16:21,2,Dx3873,UTI,68.8,91.7,184.0,293.0,20.0
2025-10-06T21:16:27,2,Dx3873,UTI,84.1,90.8,184.0,289.0,20.0
2025-10-06T21:16:33,2,Dx3873,UTI,76.3,90.1,184.0,286.0,20.0
2025-10-06T21:13:13,1,LUFT 5,Pronto-socorro,3.6,69.2,452.0,271.0,93.0
2025-10-06T21:13:20,1,LUFT 5,Pronto-socorro,3.6,68.5,452.0,270.0,93.0
2025-10-06T21:13:26,1,LUFT 5,Pronto-socorro,2.1,68.3,452.0,270.0,93.0
2025-10-06T21:13:32,1,LUFT 5,Pronto-socorro,3.3,68.3,452.0,270.0,93.0
2025-10-06T21:13:38,1,LUFT 5,Pronto-socorro,2.3,68.2,452.0,270.0,93.0
2025-10-06T21:13:44,1,LUFT 5,Pronto-socorro,1.4,67.8,452.0,270.0,93.0
2025-10-06T21:13:50,1,LUFT 5,Pronto-socorro,2.3,67.9,452.0,270.0,93.0
2025-10-06T21:13:56,1,LUFT 5,Pronto-socorro,2.2,68.0,452.0,270.0,93.0
2025-10-06T21:14:02,1,LUFT 5,Pronto-socorro,1.4,67.5,452.0,270.0,93.0
2025-10-06T21:14:09,1,LUFT 5,Pronto-socorro,2.6,67.5,452.0,270.0,93.0
2025-10-06T21:14:15,1,LUFT 5,Pronto-socorro,2.1,67.6,452.0,270.0,92.0
2025-10-06T21:14:21,1,LUFT 5,Pronto-socorro,1.5,67.5,452.0,269.0,92.0
2025-10-06T21:14:27,1,LUFT 5,Pronto-socorro,9.6,68.0,452.0,270.0,92.0
2025-10-06T21:14:33,1,LUFT 5,Pronto-socorro,4.1,68.4,452.0,271.0,92.0
2025-10-06T21:14:39,1,LUFT 5,Pronto-socorro,10.0,69.3,452.0,271.0,92.0
2025-10-06T21:14:45,1,LUFT 5,Pronto-socorro,5.3,67.2,452.0,270.0,92.0
2025-10-06T21:14:51,1,LUFT 5,Pronto-socorro,2.8,67.3,452.0,270.0,92.0
2025-10-06T21:14:57,1,LUFT 5,Pronto-socorro,2.5,67.2,452.0,270.0,92.0
2025-10-06T21:15:03,1,LUFT 5,Pronto-socorro,1.8,67.2,452.0,270.0,92.0
2025-10-06T21:15:09,1,LUFT 5,Pronto-socorro,3.3,67.1,452.0,269.0,92.0
2025-10-06T21:15:15,1,LUFT 5,Pronto-socorro,4.9,66.7,452.0,268.0,91.0
2025-10-06T21:15:21,1,LUFT 5,Pronto-socorro,6.8,66.7,452.0,268.0,91.0
2025-10-06T21:15:27,1,LUFT 5,Pronto-socorro,8.1,66.8,452.0,268.0,91.0
2025-10-06T21:15:33,1,LUFT 5,Pronto-socorro,3.0,66.8,452.0,268.0,91.0
2025-10-06T21:15:39,1,LUFT 5,Pronto-socorro,4.2,66.7,452.0,268.0,91.0
2025-10-06T21:15:45,1,LUFT 5,Pronto-socorro,6.0,66.6,452.0,268.0,91.0
2025-10-06T21:15:51,1,LUFT 5,Pronto-socorro,2.9,66.7,452.0,268.0,91.0
2025-10-06T21:15:58,1,LUFT 5,Pronto-socorro,6.1,66.7,452.0,268.0,91.0
2025-10-06T21:16:04,1,LUFT 5,Pronto-socorro,6.4,67.4,452.0,268.0,91.0
2025-10-06T21:16:10,1,LUFT 5,Pronto-socorro,4.5,67.8,452.0,268.0,91.0
2025-10-06T21:16:16,1,LUFT 5,Pronto-socorro,5.4,68.0,452.0,267.0,91.0
2025-10-06T21:16:22,1,LUFT 5,Pronto-socorro,1.5,67.3,452.0,267.0,91.0
2025-10-06T21:16:28,1,LUFT 5,Pronto-socorro,2.8,67.4,452.0,267.0,91.0
2025-10-06T21:16:34,1,LUFT 5,Pronto-socorro,6.0,67.5,452.0,267.0,90.0
2025-10-06T21:16:40,1,LUFT 5,Pronto-socorro,1.3,67.5,452.0,267.0,90.0
2025-10-06T21:16:46,1,LUFT 5,Pronto-socorro,4.8,67.6,452.0,267.0,90.0
2025-10-06T21:16:52,1,LUFT 5,Pronto-socorro,5.8,67.7,452.0,267.0,90.0
2025-10-06T21:16:58,1,LUFT 5,Pronto-socorro,2.2,67.8,452.0,267.0,90.0
2025-10-06T21:17:04,1,LUFT 5,Pronto-socorro,2.7,67.9,452.0,267.0,90.0
2025-10-06T21:17:10,1,LUFT 5,Pronto-socorro,4.5,67.7,452.0,267.0,90.0
2025-10-06T21:17:16,1,LUFT 5,Pronto-socorro,14.1,68.5,452.0,276.0,90.0
2025-10-06T21:17:22,1,LUFT 5,Pronto-socorro,4.8,68.5,452.0,274.0,90.0
2025-10-06T21:17:28,1,LUFT 5,Pronto-socorro,4.5,67.9,452.0,270.0,90.0
2025-10-06T21:17:34,1,LUFT 5,Pronto-socorro,3.3,67.6,452.0,270.0,89.0
2025-10-06T21:17:41,1,LUFT 5,Pronto-socorro,2.9,67.6,452.0,270.0,89.0
2025-10-06T21:17:47,1,LUFT 5,Pronto-socorro,3.4,67.6,452.0,270.0,89.0
2025-10-06T21:17:53,1,LUFT 5,Pronto-socorro,2.3,67.6,452.0,270.0,89.0
2025-10-06T21:17:59,1,LUFT 5,Pronto-socorro,1.7,67.6,452.0,270.0,89.0
2025-10-06T21:18:05,1,LUFT 5,Pronto-socorro,1.2,67.6,452.0,270.0,89.0
2025-10-06T21:12:26,3,AML-010-,Transporte,2.9,34.7,77.0,338.0,65.2
2025-10-06T21:12:32,3,AML-010-,Transporte,1.3,33.4,77.0,335.0,65.2
2025-10-06T21:12:38,3,AML-010-,Transporte,0.8,33.3,77.0,336.0,65.2
2025-10-06T21:12:44,3,AML-010-,Transporte,0.9,33.2,77.0,336.0,65.2
2025-10-06T21:12:50,3,AML-010-,Transporte,0.8,33.1,77.0,336.0,65.2
2025-10-06T21:12:56,3,AML-010-,Transporte,0.7,33.2,77.0,336.0,65.2
2025-10-06T21:13:02,3,AML-010-,Transporte,1.0,33.1,77.0,336.0,65.1
2025-10-06T21:13:08,3,AML-010-,Transporte,0.9,33.1,77.0,336.0,65.1
2025-10-06T21:13:14,3,AML-010-,Transporte,1.1,33.1,77.0,336.0,65.1
2025-10-06T21:13:20,3,AML-010-,Transporte,0.9,33.1,77.0,336.0,65.1
2025-10-06T21:13:26,3,AML-010-,Transporte,0.8,33.1,77.0,336.0,65.1
2025-10-06T21:13:32,3,AML-010-,Transporte,1.3,33.2,77.0,336.0,65.0
2025-10-06T21:13:38,3,AML-010-,Transporte,0.8,33.1,77.0,336.0,65.0
2025-10-06T21:13:44,3,AML-010-,Transporte,1.2,33.1,77.0,336.0,65.0
2025-10-06T21:13:50,3,AML-010-,Transporte,0.8,33.1,77.0,336.0,65.0
2025-10-06T21:13:56,3,AML-010-,Transporte,0.9,33.1,77.0,336.0,65.0
2025-10-06T21:14:02,3,AML-010-,Transporte,1.3,33.1,77.0,336.0,65.0
2025-10-06T21:14:08,3,AML-010-,Transporte,0.9,32.7,77.0,336.0,64.9
2025-10-06T21:14:14,3,AML-010-,Transporte,1.2,32.6,77.0,336.0,64.9
2025-10-06T21:14:20,3,AML-010-,Transporte,0.8,32.7,77.0,336.0,64.9
2025-10-06T21:14:27,3,AML-010-,Transporte,0.8,32.7,77.0,336.0,64.8
2025-10-06T21:14:33,3,AML-010-,Transporte,0.8,32.7,77.0,336.0,64.8
2025-10-06T21:14:39,3,AML-010-,Transporte,0.8,32.7,77.0,336.0,64.8
2025-10-06T21:14:45,3,AML-010-,Transporte,1.1,32.7,77.0,336.0,64.8
2025-10-06T21:14:51,3,AML-010-,Transporte,0.8,32.7,77.0,336.0,64.8
2025-10-06T21:14:57,3,AML-010-,Transporte,1.9,32.8,77.0,337.0,64.8
2025-10-06T21:15:03,3,AML-010-,Transporte,1.0,32.7,77.0,333.0,64.7
2025-10-06T21:15:09,3,AML-010-,Transporte,1.0,32.8,77.0,333.0,64.7
2025-10-06T21:15:15,3,AML-010-,Transporte,1.2,32.7,77.0,333.0,64.7
2025-10-06T21:15:21,3,AML-010-,Transporte,0.8,32.8,77.0,333.0,64.7
2025-10-06T21:15:27,3,AML-010-,Transporte,0.8,32.8,77.0,333.0,64.7
2025-10-06T21:15:33,3,AML-010-,Transporte,1.6,32.7,77.0,333.0,64.6
2025-10-06T21:15:39,3,AML-010-,Transporte,0.8,32.7,77.0,333.0,64.6
2025-10-06T21:15:45,3,AML-010-,Transporte,1.1,32.8,77.0,333.0,64.6
2025-10-06T21:15:51,3,AML-010-,Transporte,0.7,32.8,77.0,333.0,64.6
2025-10-06T21:15:57,3,AML-010-,Transporte,0.8,32.8,77.0,333.0,64.6
2025-10-06T21:16:03,3,AML-010-,Transporte,1.2,32.8,77.0,333.0,64.6
2025-10-06T21:16:09,3,AML-010-,Transporte,0.9,32.7,77.0,333.0,64.5
2025-10-06T21:16:15,3,AML-010-,Transporte,1.0,32.7,77.0,333.0,64.5
2025-10-06T21:16:21,3,AML-010-,Transporte,1.2,32.7,77.0,333.0,64.5
2025-10-06T21:16:27,3,AML-010-,Transporte,0.7,32.7,77.0,333.0,64.5
2025-10-06T21:16:33,3,AML-010-,Transporte,1.3,32.8,77.0,333.0,64.5
2025-10-06T21:16:39,3,AML-010-,Transporte,0.9,32.7,77.0,333.0,64.4
2025-10-06T21:16:45,3,AML-010-,Transporte,1.0,32.7,77.0,333.0,64.4
2025-10-06T21:16:51,3,AML-010-,Transporte,0.7,32.7,77.0,333.0,64.4
2025-10-06T21:16:58,3,AML-010-,Transporte,0.8,32.8,77.0,333.0,64.4
2025-10-06T21:17:04,3,AML-010-,Transporte,1.6,32.8,77.0,333.0,64.4
2025-10-06T21:17:10,3,AML-010-,Transporte,14.2,33.1,77.0,332.0,64.4
2025-10-06T21:17:16,3,AML-010-,Transporte,8.7,33.0,77.0,332.0,64.3
2025-10-06T21:17:22,3,AML-010-,Transporte,38.4,38.7,77.0,337.0,64.3
2025-10-06T21:17:28,3,AML-010-,Transporte,27.7,44.9,77.0,347.0,64.1
2025-10-06T21:17:34,3,AML-010-,Transporte,9.0,43.7,77.0,350.0,64.0
2025-10-06T21:17:40,3,AML-010-,Transporte,13.1,43.8,77.0,354.0,64.0
2025-10-06T21:17:46,3,AML-010-,Transporte,19.5,47.9,77.0,356.0,64.0
2025-10-06T21:17:52,3,AML-010-,Transporte,10.0,50.4,77.0,357.0,63.9
2025-10-06T21:17:58,3,AML-010-,Transporte,5.2,50.1,77.0,356.0,63.9
2025-10-06T21:18:04,3,AML-010-,Transporte,7.7,50.1,77.0,358.0,63.8
