timestamp,hospital,numero_serie,area,componente,valor_lido,min_permitido,max_permitido,tipo_alerta
2025-10-06T21:16:07,Hospital de Câncer,4,Observação,Bateria,22.6,25.0,0.0,Abaixo
2025-10-06T21:16:13,Hospital de Câncer,4,Observação,RAM,41.8,50.0,70.0,Abaixo
2025-10-06T21:16:13,Hospital de Câncer,4,Observação,CPU,8.4,20.0,90.0,Abaixo
2025-10-06T21:16:13,Hospital de Câncer,4,Observação,Bateria,22.5,25.0,0.0,Abaixo
2025-10-06T21:16:19,Hospital de Câncer,4,Observação,RAM,42.0,50.0,70.0,Abaixo
2025-10-06T21:16:19,Hospital de Câncer,4,Observação,CPU,15.8,20.0,90.0,Abaixo
2025-10-06T21:16:19,Hospital de Câncer,4,Observação,Bateria,22.5,25.0,0.0,Abaixo
2025-10-06T21:16:25,Hospital de Câncer,4,Observação,RAM,42.1,50.0,70.0,Abaixo
2025-10-06T21:16:25,Hospital de Câncer,4,Observação,CPU,7.1,20.0,90.0,Abaixo
2025-10-06T21:16:25,Hospital de Câncer,4,Observação,Bateria,22.4,25.0,0.0,Abaixo
2025-10-06T21:16:31,Hospital de Câncer,4,Observação,RAM,42.1,50.0,70.0,Abaixo
2025-10-06T21:16:31,Hospital de Câncer,4,Observação,CPU,10.4,20.0,90.0,Abaixo
2025-10-06T21:16:31,Hospital de Câncer,4,Observação,Bateria,22.4,25.0,0.0,Abaixo
2025-10-06T21:16:38,Hospital de Câncer,4,Observação,RAM,42.4,50.0,70.0,Abaixo
2025-10-06T21:16:38,Hospital de Câncer,4,Observação,CPU,4.2,20.0,90.0,Abaixo
2025-10-06T21:16:38,Hospital de Câncer,4,Observação,Bateria,22.3,25.0,0.0,Abaixo
2025-10-06T21:16:44,Hospital de Câncer,4,Observação,RAM,42.1,50.0,70.0,Abaixo
2025-10-06T21:16:44,Hospital de Câncer,4,Observação,CPU,1.5,20.0,90.0,Abaixo
2025-10-06T21:16:44,Hospital de Câncer,4,Observação,Bateria,22.3,25.0,0.0,Abaixo
2025-10-06T21:16:50,Hospital de Câncer,4,Observação,RAM,41.5,50.0,70.0,Abaixo
2025-10-06T21:16:50,Hospital de Câncer,4,Observação,CPU,1.8,20.0,90.0,Abaixo
2025-10-06T21:16:50,Hospital de Câncer,4,Observação,Bateria,22.3,25.0,0.0,Abaixo
2025-10-06T21:16:56,Hospital de Câncer,4,Observação,RAM,41.4,50.0,70.0,Abaixo
2025-10-06T21:16:56,Hospital de Câncer,4,Observação,CPU,2.8,20.0,90.0,Abaixo
2025-10-06T21:16:56,Hospital de Câncer,4,Observação,Bateria,22.2,25.0,0.0,Abaixo
2025-10-06T21:17:02,Hospital de Câncer,4,Observação,RAM,41.2,50.0,70.0,Abaixo
2025-10-06T21:17:02,Hospital de Câncer,4,Observação,CPU,0.6,20.0,90.0,Abaixo
2025-10-06T21:17:02,Hospital de Câncer,4,Observação,Bateria,22.2,25.0,0.0,Abaixo
2025-10-06T21:17:08,Hospital de Câncer,4,Observação,RAM,41.2,50.0,70.0,Abaixo
2025-10-06T21:17:08,Hospital de Câncer,4,Observação,CPU,0.7,20.0,90.0,Abaixo
2025-10-06T21:17:08,Hospital de Câncer,4,Observação,Bateria,22.2,25.0,0.0,Abaixo
2025-10-06T21:17:14,Hospital de Câncer,4,Observação,RAM,41.5,50.0,70.0,Abaixo
2025-10-06T21:17:14,Hospital de Câncer,4,Observação,CPU,6.8,20.0,90.0,Abaixo
2025-10-06T21:17:14,Hospital de Câncer,4,Observação,Bateria,22.1,25.0,0.0,Abaixo
2025-10-06T21:17:20,Hospital de Câncer,4,Observação,RAM,41.4,50.0,70.0,Abaixo
2025-10-06T21:17:20,Hospital de Câncer,4,Observação,CPU,0.8,20.0,90.0,Abaixo
2025-10-06T21:17:20,Hospital de Câncer,4,Observação,Bateria,22.1,25.0,0.0,Abaixo
2025-10-06T21:17:26,Hospital de Câncer,4,Observação,RAM,41.4,50.0,70.0,Abaixo
2025-10-06T21:17:26,Hospital de Câncer,4,Observação,CPU,0.5,20.0,90.0,Abaixo
2025-10-06T21:17:26,Hospital de Câncer,4,Observação,Bateria,22.0,25.0,0.0,Abaixo
2025-10-06T21:17:32,Hospital de Câncer,4,Observação,RAM,41.4,50.0,70.0,Abaixo
2025-10-06T21:17:32,Hospital de Câncer,4,Observação,CPU,0.5,20.0,90.0,Abaixo
2025-10-06T21:17:32,Hospital de Câncer,4,Observação,Bateria,22.0,25.0,0.0,Abaixo
2025-10-06T21:17:38,Hospital de Câncer,4,Observação,RAM,41.3,50.0,70.0,Abaixo
2025-10-06T21:17:38,Hospital de Câncer,4,Observação,CPU,0.3,20.0,90.0,Abaixo
2025-10-06T21:17:38,Hospital de Câncer,4,Observação,Bateria,22.0,25.0,0.0,Abaixo
2025-10-06T21:17:44,Hospital de Câncer,4,Observação,RAM,40.7,50.0,70.0,Abaixo
2025-10-06T21:17:44,Hospital de Câncer,4,Observação,CPU,1.3,20.0,90.0,Abaixo
2025-10-06T21:17:44,Hospital de Câncer,4,Observação,Bateria,22.0,25.0,0.0,Abaixo
2025-10-06T21:17:50,Hospital de Câncer,4,Observação,RAM,42.0,50.0,70.0,Abaixo
2025-10-06T21:17:50,Hospital de Câncer,4,Observação,CPU,9.4,20.0,90.0,Abaixo
2025-10-06T21:17:50,Hospital de Câncer,4,Observação,Bateria,21.9,25.0,0.0,Abaixo
2025-10-06T21:17:56,Hospital de Câncer,4,Observação,RAM,42.5,50.0,70.0,Abaixo
2025-10-06T21:17:56,Hospital de Câncer,4,Observação,CPU,3.6,20.0,90.0,Abaixo
2025-10-06T21:17:56,Hospital de Câncer,4,Observação,Bateria,21.9,25.0,0.0,Abaixo
2025-10-06T21:18:02,Hospital de Câncer,4,Observação,RAM,41.9,50.0,70.0,Abaixo
2025-10-06T21:18:02,Hospital de Câncer,4,Observação,CPU,0.8,20.0,90.0,Abaixo
2025-10-06T21:18:02,Hospital de Câncer,4,Observação,Bateria,21.8,25.0,0.0,Abaixo
2025-10-06T21:18:08,Hospital de Câncer,4,Observação,RAM,41.6,50.0,70.0,Abaixo
2025-10-06T21:18:08,Hospital de Câncer,4,Observação,CPU,2.7,20.0,90.0,Abaixo
2025-10-06T21:18:08,Hospital de Câncer,4,Observação,Bateria,21.8,25.0,0.0,Abaixo
2025-10-06T21:18:14,Hospital de Câncer,4,Observação,RAM,41.7,50.0,70.0,Abaixo
2025-10-06T21:18:14,Hospital de Câncer,4,Observação,CPU,7.6,20.0,90.0,Abaixo
2025-10-06T21:18:14,Hospital de Câncer,4,Observação,Bateria,21.8,25.0,0.0,Abaixo
2025-10-06T21:18:21,Hospital de Câncer,4,Observação,RAM,41.6,50.0,70.0,Abaixo
2025-10-06T21:18:21,Hospital de Câncer,4,Observação,CPU,3.0,20.0,90.0,Abaixo
2025-10-06T21:18:21,Hospital de Câncer,4,Observação,Bateria,21.7,25.0,0.0,Abaixo
2025-10-06T21:18:27,Hospital de Câncer,4,Observação,RAM,41.4,50.0,70.0,Abaixo
2025-10-06T21:18:27,Hospital de Câncer,4,Observação,CPU,0.7,20.0,90.0,Abaixo
2025-10-06T21:18:27,Hospital de Câncer,4,Observação,Bateria,21.7,25.0,0.0,Abaixo
2025-10-06T21:18:33,Hospital de Câncer,4,Observação,RAM,41.3,50.0,70.0,Abaixo
2025-10-06T21:18:33,Hospital de Câncer,4,Observação,CPU,2.6,20.0,90.0,Abaixo
2025-10-06T21:18:33,Hospital de Câncer,4,Observação,Bateria,21.7,25.0,0.0,Abaixo
2025-10-06T21:18:39,Hospital de Câncer,4,Observação,RAM,41.2,50.0,70.0,Abaixo
2025-10-06T21:18:39,Hospital de Câncer,4,Observação,CPU,0.6,20.0,90.0,Abaixo
2025-10-06T21:18:39,Hospital de Câncer,4,Observação,Bateria,21.6,25.0,0.0,Abaixo
2025-10-06T21:18:45,Hospital de Câncer,4,Observação,RAM,41.2,50.0,70.0,Abaixo
2025-10-06T21:18:45,Hospital de Câncer,4,Observação,CPU,2.0,20.0,90.0,Abaixo
2025-10-06T21:18:45,Hospital de Câncer,4,Observação,Bateria,21.6,25.0,0.0,Abaixo
2025-10-06T21:18:51,Hospital de Câncer,4,Observação,RAM,41.4,50.0,70.0,Abaixo
2025-10-06T21:18:51,Hospital de Câncer,4,Observação,CPU,0.4,20.0,90.0,Abaixo
2025-10-06T21:18:51,Hospital de Câncer,4,Observação,Bateria,21.6,25.0,0.0,Abaixo
2025-10-06T21:18:57,Hospital de Câncer,4,Observação,RAM,41.9,50.0,70.0,Abaixo
2025-10-06T21:18:57,Hospital de Câncer,4,Observação,CPU,7.1,20.0,90.0,Abaixo
2025-10-06T21:18:57,Hospital de Câncer,4,Observação,Bateria,21.5,25.0,0.0,Abaixo
2025-10-06T21:19:03,Hospital de Câncer,4,Observação,RAM,42.1,50.0,70.0,Abaixo
2025-10-06T21:19:03,Hospital de Câncer,4,Observação,CPU,10.8,20.0,90.0,Abaixo
2025-10-06T21:19:03,Hospital de Câncer,4,Observação,Bateria,21.5,25.0,0.0,Abaixo
2025-10-06T21:19:09,Hospital de Câncer,4,Observação,RAM,41.6,50.0,70.0,Abaixo
2025-10-06T21:19:09,Hospital de Câncer,4,Observação,CPU,0.8,20.0,90.0,Abaixo
2025-10-06T21:19:09,Hospital de Câncer,4,Observação,Bateria,21.4,25.0,0.0,Abaixo
2025-10-06T21:19:15,Hospital de Câncer,4,Observação,RAM,41.5,50.0,70.0,Abaixo
2025-10-06T21:19:15,Hospital de Câncer,4,Observação,CPU,0.6,20.0,90.0,Abaixo
2025-10-06T21:19:15,Hospital de Câncer,4,Observação,Bateria,21.4,25.0,0.0,Abaixo
2025-10-06T21:19:21,Hospital de Câncer,4,Observação,RAM,41.5,50.0,70.0,Abaixo
2025-10-06T21:19:21,Hospital de Câncer,4,Observação,CPU,0.7,20.0,90.0,Abaixo
2025-10-06T21:19:21,Hospital de Câncer,4,Observação,Bateria,21.4,25.0,0.0,Abaixo
2025-10-06T21:19:27,Hospital de Câncer,4,Observação,RAM,41.4,50.0,70.0,Abaixo
2025-10-06T21:19:27,Hospital de Câncer,4,Observação,CPU,1.7,20.0,90.0,Abaixo
2025-10-06T21:19:27,Hospital de Câncer,4,Observação,Bateria,21.3,25.0,0.0,Abaixo
2025-10-06T21:19:33,Hospital de Câncer,4,Observação,RAM,41.3,50.0,70.0,Abaixo
2025-10-06T21:19:33,Hospital de Câncer,4,Observação,CPU,0.5,20.0,90.0,Abaixo
2025-10-06T21:19:33,Hospital de Câncer,4,Observação,Bateria,21.3,25.0,0.0,Abaixo
2025-10-06T21:19:39,Hospital de Câncer,4,Observação,RAM,41.3,50.0,70.0,Abaixo
2025-10-06T21:19:39,Hospital de Câncer,4,Observação,CPU,0.3,20.0,90.0,Abaixo
2025-10-06T21:19:39,Hospital de Câncer,4,Observação,Bateria,21.3,25.0,0.0,Abaixo
2025-10-06T21:19:45,Hospital de Câncer,4,Observação,RAM,41.3,50.0,70.0,Abaixo
2025-10-06T21:19:45,Hospital de Câncer,4,Observação,CPU,0.3,20.0,90.0,Abaixo
2025-10-06T21:19:45,Hospital de Câncer,4,Observação,Bateria,21.3,25.0,0.0,Abaixo
2025-10-06T21:19:51,Hospital de Câncer,4,Observação,RAM,41.3,50.0,70.0,Abaixo
2025-10-06T21:19:51,Hospital de Câncer,4,Observação,CPU,0.7,20.0,90.0,Abaixo
2025-10-06T21:19:51,Hospital de Câncer,4,Observação,Bateria,21.2,25.0,0.0,Abaixo
2025-10-06T21:19:57,Hospital de Câncer,4,Observação,RAM,41.2,50.0,70.0,Abaixo
2025-10-06T21:19:57,Hospital de Câncer,4,Observação,CPU,0.9,20.0,90.0,Abaixo
2025-10-06T21:19:57,Hospital de Câncer,4,Observação,Bateria,21.2,25.0,0.0,Abaixo
2025-10-06T21:20:03,Hospital de Câncer,4,Observação,RAM,41.2,50.0,70.0,Abaixo
2025-10-06T21:20:03,Hospital de Câncer,4,Observação,CPU,0.7,20.0,90.0,Abaixo
2025-10-06T21:20:03,Hospital de Câncer,4,Observação,Bateria,21.2,25.0,0.0,Abaixo
2025-10-06T21:20:09,Hospital de Câncer,4,Observação,RAM,41.3,50.0,70.0,Abaixo
2025-10-06T21:20:09,Hospital de Câncer,4,Observação,CPU,2.9,20.0,90.0,Abaixo
2025-10-06T21:20:09,Hospital de Câncer,4,Observação,Bateria,21.1,25.0,0.0,Abaixo
2025-10-06T21:20:16,Hospital de Câncer,4,Observação,RAM,41.3,50.0,70.0,Abaixo
2025-10-06T21:20:16,Hospital de Câncer,4,Observação,CPU,3.3,20.0,90.0,Abaixo
2025-10-06T21:20:16,Hospital de Câncer,4,Observação,Bateria,21.1,25.0,0.0,Abaixo
2025-10-06T21:20:19,Hospital de Câncer,4,Observação,RAM,76.5,50.0,70.0,Acima
2025-10-06T21:20:19,Hospital de Câncer,4,Observação,CPU,13.0,20.0,90.0,Abaixo
2025-10-06T21:20:19,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:20:19,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:20:25,Hospital de Câncer,4,Observação,RAM,76.7,50.0,70.0,Acima
2025-10-06T21:20:25,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:20:25,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:20:31,Hospital de Câncer,4,Observação,RAM,77.3,50.0,70.0,Acima
2025-10-06T21:20:31,Hospital de Câncer,4,Observação,CPU,12.4,20.0,90.0,Abaixo
2025-10-06T21:20:31,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:20:31,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:20:37,Hospital de Câncer,4,Observação,RAM,77.1,50.0,70.0,Acima
2025-10-06T21:20:37,Hospital de Câncer,4,Observação,CPU,5.9,20.0,90.0,Abaixo
2025-10-06T21:20:37,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:20:37,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:20:43,Hospital de Câncer,4,Observação,RAM,76.9,50.0,70.0,Acima
2025-10-06T21:20:43,Hospital de Câncer,4,Observação,CPU,7.4,20.0,90.0,Abaixo
2025-10-06T21:20:43,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:20:43,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:20:49,Hospital de Câncer,4,Observação,RAM,77.8,50.0,70.0,Acima
2025-10-06T21:20:49,Hospital de Câncer,4,Observação,CPU,9.6,20.0,90.0,Abaixo
2025-10-06T21:20:49,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:20:49,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:20:55,Hospital de Câncer,4,Observação,RAM,77.8,50.0,70.0,Acima
2025-10-06T21:20:55,Hospital de Câncer,4,Observação,CPU,6.5,20.0,90.0,Abaixo
2025-10-06T21:20:55,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:20:55,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:01,Hospital de Câncer,4,Observação,RAM,77.6,50.0,70.0,Acima
2025-10-06T21:21:01,Hospital de Câncer,4,Observação,CPU,9.3,20.0,90.0,Abaixo
2025-10-06T21:21:01,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:01,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:07,Hospital de Câncer,4,Observação,RAM,77.5,50.0,70.0,Acima
2025-10-06T21:21:07,Hospital de Câncer,4,Observação,CPU,10.5,20.0,90.0,Abaixo
2025-10-06T21:21:07,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:07,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:13,Hospital de Câncer,4,Observação,RAM,77.6,50.0,70.0,Acima
2025-10-06T21:21:13,Hospital de Câncer,4,Observação,CPU,13.2,20.0,90.0,Abaixo
2025-10-06T21:21:13,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:13,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:19,Hospital de Câncer,4,Observação,RAM,77.6,50.0,70.0,Acima
2025-10-06T21:21:19,Hospital de Câncer,4,Observação,CPU,19.4,20.0,90.0,Abaixo
2025-10-06T21:21:19,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:19,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:25,Hospital de Câncer,4,Observação,RAM,78.0,50.0,70.0,Acima
2025-10-06T21:21:25,Hospital de Câncer,4,Observação,CPU,14.0,20.0,90.0,Abaixo
2025-10-06T21:21:25,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:25,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:31,Hospital de Câncer,4,Observação,RAM,77.8,50.0,70.0,Acima
2025-10-06T21:21:31,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:31,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:37,Hospital de Câncer,4,Observação,RAM,76.7,50.0,70.0,Acima
2025-10-06T21:21:37,Hospital de Câncer,4,Observação,CPU,9.5,20.0,90.0,Abaixo
2025-10-06T21:21:37,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:37,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:43,Hospital de Câncer,4,Observação,RAM,77.5,50.0,70.0,Acima
2025-10-06T21:21:43,Hospital de Câncer,4,Observação,CPU,9.8,20.0,90.0,Abaixo
2025-10-06T21:21:43,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:43,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:49,Hospital de Câncer,4,Observação,RAM,76.8,50.0,70.0,Acima
2025-10-06T21:21:49,Hospital de Câncer,4,Observação,CPU,12.5,20.0,90.0,Abaixo
2025-10-06T21:21:49,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:49,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:21:55,Hospital de Câncer,4,Observação,RAM,76.7,50.0,70.0,Acima
2025-10-06T21:21:55,Hospital de Câncer,4,Observação,CPU,13.7,20.0,90.0,Abaixo
2025-10-06T21:21:55,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:21:55,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:01,Hospital de Câncer,4,Observação,RAM,77.4,50.0,70.0,Acima
2025-10-06T21:22:01,Hospital de Câncer,4,Observação,CPU,14.5,20.0,90.0,Abaixo
2025-10-06T21:22:01,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:01,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:08,Hospital de Câncer,4,Observação,RAM,77.2,50.0,70.0,Acima
2025-10-06T21:22:08,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:08,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:14,Hospital de Câncer,4,Observação,RAM,77.3,50.0,70.0,Acima
2025-10-06T21:22:14,Hospital de Câncer,4,Observação,CPU,10.4,20.0,90.0,Abaixo
2025-10-06T21:22:14,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:14,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:20,Hospital de Câncer,4,Observação,RAM,77.1,50.0,70.0,Acima
2025-10-06T21:22:20,Hospital de Câncer,4,Observação,CPU,13.5,20.0,90.0,Abaixo
2025-10-06T21:22:20,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:20,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:26,Hospital de Câncer,4,Observação,RAM,77.3,50.0,70.0,Acima
2025-10-06T21:22:26,Hospital de Câncer,4,Observação,CPU,8.0,20.0,90.0,Abaixo
2025-10-06T21:22:26,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:26,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:32,Hospital de Câncer,4,Observação,RAM,77.7,50.0,70.0,Acima
2025-10-06T21:22:32,Hospital de Câncer,4,Observação,CPU,18.0,20.0,90.0,Abaixo
2025-10-06T21:22:32,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:32,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:38,Hospital de Câncer,4,Observação,RAM,77.3,50.0,70.0,Acima
2025-10-06T21:22:38,Hospital de Câncer,4,Observação,CPU,9.2,20.0,90.0,Abaixo
2025-10-06T21:22:38,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:38,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:44,Hospital de Câncer,4,Observação,RAM,77.2,50.0,70.0,Acima
2025-10-06T21:22:44,Hospital de Câncer,4,Observação,CPU,10.0,20.0,90.0,Abaixo
2025-10-06T21:22:44,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:44,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:50,Hospital de Câncer,4,Observação,RAM,77.3,50.0,70.0,Acima
2025-10-06T21:22:50,Hospital de Câncer,4,Observação,CPU,16.2,20.0,90.0,Abaixo
2025-10-06T21:22:50,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:50,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:22:56,Hospital de Câncer,4,Observação,RAM,77.7,50.0,70.0,Acima
2025-10-06T21:22:56,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:22:56,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:23:02,Hospital de Câncer,4,Observação,RAM,77.6,50.0,70.0,Acima
2025-10-06T21:23:02,Hospital de Câncer,4,Observação,CPU,11.5,20.0,90.0,Abaixo
2025-10-06T21:23:02,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:23:02,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:23:08,Hospital de Câncer,4,Observação,RAM,77.0,50.0,70.0,Acima
2025-10-06T21:23:08,Hospital de Câncer,4,Observação,CPU,12.9,20.0,90.0,Abaixo
2025-10-06T21:23:08,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:23:08,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:23:14,Hospital de Câncer,4,Observação,RAM,77.4,50.0,70.0,Acima
2025-10-06T21:23:14,Hospital de Câncer,4,Observação,CPU,9.1,20.0,90.0,Abaixo
2025-10-06T21:23:14,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:23:14,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
2025-10-06T21:23:20,Hospital de Câncer,4,Observação,RAM,76.3,50.0,70.0,Acima
2025-10-06T21:23:20,Hospital de Câncer,4,Observação,CPU,15.8,20.0,90.0,Abaixo
2025-10-06T21:23:20,Hospital de Câncer,4,Observação,Disco,167.0,50.0,100.0,Acima
2025-10-06T21:23:20,Hospital de Câncer,4,Observação,Bateria,0.0,25.0,0.0,Abaixo
